,CRN,Subj,Crse,Sec,Cred,Title,Campus,Fee,Sylbi?,Location,Day(s),Time,Act,Rem,Instructor,Course Dates,Year,Term
132,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2023,Spring
133,35762,CS,371,004,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 2117,MWF,12:40 pm-01:35 pm,14,1,"Atici, M",01/17-05/04,2023,Spring
134,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2023,Spring
135,42790,CS,371,005,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 2117,MWF,01:50 pm-02:45 pm,15,0,"Atici, M",01/17-05/04,2023,Spring
136,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2023,Spring
137,46430,CS,372,003,3.000,MOBILE APP DEVELOPMENT,Bowling Green,,Yes,SH B105,TR,11:10 am-12:30 pm,26,5,"Abumuhfouz, I",01/17-05/04,2023,Spring
138,37198,CS,382,001,3.000,PROGRAMMING LANGUAGES,Bowling Green,,Yes,SH 4115,MWF,10:20 am-11:15 am,45,0,"Li, Q",01/17-05/04,2023,Spring
139,46724,CS,445,001,3.000,OPERATING SYSTEMS II,Bowling Green,,Yes,SH 1103,MWF,01:50 pm-02:45 pm,11,9,"Li, Q",01/17-05/04,2023,Spring
140,46725,CS,445G,001,3.000,OPERATING SYSTEMS II,Bowling Green,,Yes,SH 1103,MWF,01:50 pm-02:45 pm,3,7,"Li, Q",01/17-05/04,2023,Spring
141,02645,CS,475,001,3.000,COMPUTER VISION,Bowling Green,,Yes,SH B105,MWF,09:10 am-10:05 am,1,4,"Li, Q",01/17-05/04,2023,Spring
142,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,prerequisite: CS 339 or CS 331,2023,Spring
143,47403,CS,475,008,3.000,ASL XR,Bowling Green,,Yes,TBA,,TBA,2,2,"Galloway, J",01/17-05/04,2023,Spring
144,38735,CS,496,001,3.000,SENIOR PROJECT & PROFESS PRAC,Bowling Green,,Yes,SH B105,MWF,12:40 pm-01:35 pm,28,2,"Xia, Z",01/17-05/04,2023,Spring
145,24718,CS,549,001,3.000,ANALYSIS OF ALGORITHMS,Bowling Green,,Yes,SH 1103,TR,08:00 am-09:20 am,6,19,"Xing, G",01/17-05/04,2023,Spring
146,46616,CS,555,001,3.000,DATA SCIENCE,Bowling Green,,Yes,SH B105,MWF,11:30 am-12:25 pm,6,4,"Xia, Z",01/17-05/04,2023,Spring
147,38738,CS,568,001,3.000,COMPUTER VISION,Bowling Green,,Yes,SH B105,MWF,09:10 am-10:05 am,3,7,"Li, Q",01/17-05/04,2023,Spring
148,36226,CS,600,001,1.000,MAINT MATRICULATION,Bowling Green,,,TBA,,TBA,3,-1,"Xing, G",01/17-05/04,2023,Spring
149,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,Spring
150,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,2023,Spring
151,48834,CS,146,001,3.000,INTRODUCTION TO PROGRAMMING,Bowling Green,$45,Yes,SH B104,MWF,01:50 pm-02:45 pm,31,4,"Xia, Z",08/22-12/08,2022,Fall
152,39385,CS,170,001,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B104,MWF,11:30 am-12:25 pm,29,6,"Yang, R",08/22-12/08,2022,Fall
153,48362,CS,180,001,4.000,COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 4114,MWF,09:10 am-10:05 am,32,2,"Li, Q",08/22-12/08,2022,Fall
154,,,,,,,,,,SH 4114,M,10:20 am-11:15 am,,,"Li, Q",08/22-12/08,2022,Fall
155,,,,,,,,,,SH B103,W,10:20 am-11:15 am,,,"Li, Q",08/22-12/08,2022,Fall
156,48363,CS,180,002,4.000,COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 4114,MWF,09:10 am-10:05 am,18,13,"Li, Q",08/22-12/08,2022,Fall
157,,,,,,,,,,SH 4114,M,10:20 am-11:15 am,,,"Li, Q",08/22-12/08,2022,Fall
158,,,,,,,,,,SH B103,F,10:20 am-11:15 am,,,"Li, Q",08/22-12/08,2022,Fall
159,48365,CS,180,003,4.000,HON: COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 4115,M,12:40 pm-01:35 pm,26,5,"Xing, G",08/22-12/08,2022,Fall
160,,,,,,,,,,SH 1108,TR,08:00 am-09:20 am,,,"Xing, G",08/22-12/08,2022,Fall
161,,,,,,,,,,SH B103,W,12:40 pm-01:35 pm,,,"Xing, G",08/22-12/08,2022,Fall
162,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2022,Fall
163,48366,CS,180,004,4.000,HON: COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 4115,M,12:40 pm-01:35 pm,26,5,"Xing, G",08/22-12/08,2022,Fall
164,,,,,,,,,,SH 1108,TR,08:00 am-09:20 am,,,"Xing, G",08/22-12/08,2022,Fall
165,,,,,,,,,,SH B103,F,12:40 pm-01:35 pm,,,"Xing, G",08/22-12/08,2022,Fall
166,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2022,Fall
167,48367,CS,180,005,4.000,HON: COMPUTER SCIENCE I,Bowling Green,$45,Yes,OCH 1006,M,11:30 am-12:25 pm,23,8,"Xing, G",08/22-12/08,2022,Fall
168,,,,,,,,,,SH 1108,TR,08:00 am-09:20 am,,,"Xing, G",08/22-12/08,2022,Fall
169,,,,,,,,,,SH B103,W,11:30 am-12:25 pm,,,"Xing, G",08/22-12/08,2022,Fall
170,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2022,Fall
171,48368,CS,180,006,4.000,HON: COMPUTER SCIENCE I,Bowling Green,$45,Yes,OCH 1006,M,11:30 am-12:25 pm,27,4,"Xing, G",08/22-12/08,2022,Fall
172,,,,,,,,,,SH 1108,TR,08:00 am-09:20 am,,,"Xing, G",08/22-12/08,2022,Fall
173,,,,,,,,,,SH B103,F,11:30 am-12:25 pm,,,"Xing, G",08/22-12/08,2022,Fall
174,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2022,Fall
175,48341,CS,239,001,3.000,PROB SOLVING COMP TECH,Bowling Green,$45,Yes,SH B105,TR,04:00 pm-05:20 pm,20,11,"Abumuhfouz, I",08/22-12/08,2022,Fall
176,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,2022,Fall
177,49575,CS,290,001,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 2113,TR,09:35 am-10:55 am,25,5,"Wang, H",08/22-12/08,2022,Fall
178,,,,,,,,,,SH B104,T,02:20 pm-04:10 pm,,,"Wang, H",08/22-12/08,2022,Fall
179,49576,CS,290,002,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 2113,TR,09:35 am-10:55 am,13,2,"Wang, H",08/22-12/08,2022,Fall
180,,,,,,,,,,SH B104,R,02:20 pm-04:10 pm,,,"Wang, H",08/22-12/08,2022,Fall
181,49577,CS,290,003,4.000,HON: COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 2113,TR,09:35 am-10:55 am,4,11,"Wang, H",08/22-12/08,2022,Fall
182,,,,,,,,,,SH B104,R,02:20 pm-04:10 pm,,,"Wang, H",08/22-12/08,2022,Fall
183,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2022,Fall
184,50091,CS,299,001,1.000,INTRO TO RESEARCH IN CS,Bowling Green,,,TBA,,TBA,2,0,"Wang, H",08/22-12/08,2022,Fall
185,50761,CS,299,004,1.000,HON:INTRO TO RESEARCH IN CS,Bowling Green,,,TBA,,TBA,2,0,"Atici, M",08/22-12/08,2022,Fall
186,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2022,Fall
187,49579,CS,301,001,3.000,GAME PROGRAMMING,Bowling Green,,Yes,SH B104,TR,11:10 am-12:30 pm,27,3,"Galloway, J",08/22-12/08,2022,Fall
188,35522,CS,315,001,3.000,INTRO TO UNIX,Bowling Green,,Yes,SH B105,TR,02:20 pm-03:40 pm,17,13,"Atici, M",08/22-12/08,2022,Fall
189,49580,CS,325,001,3.000,COMPUTER ORG AND ARCH,Bowling Green,,Yes,SH B102,MW,03:25 pm-04:45 pm,28,7,"Yang, R",08/22-12/08,2022,Fall
190,49581,CS,331,001,3.000,DATA STRUCTURES,Bowling Green,,Yes,SH B104,MWF,09:10 am-10:05 am,28,3,"Xia, Z",08/22-12/08,2022,Fall
191,02799,CS,360,001,3.000,SOFTWARE ENGINEERING I,Bowling Green,,Yes,SH B104,TR,09:35 am-10:55 am,25,15,"Galloway, J",08/22-12/08,2022,Fall
192,47097,CS,396,002,3.000,INTERMEDIATE SOFTWARE PROJECT,Bowling Green,,Yes,SH B105,MWF,10:20 am-11:15 am,31,4,"Xia, Z",08/22-12/08,2022,Fall
193,20382,CS,405,500,3.000,NUMERICAL ANALYSIS I,Bowling Green,,Yes,COHH 3123,MW,05:00 pm-06:20 pm,1,3,"Schugart, R",08/22-12/08,2022,Fall
194,20384,CS,405G,500,3.000,NUMERICAL ANALYSIS I,Bowling Green,,Yes,COHH 3123,MW,05:00 pm-06:20 pm,1,1,"Schugart, R",08/22-12/08,2022,Fall
195,45012,CS,421,001,3.000,DATA STRUCT & ALGRTH/ANALYSIS,Bowling Green,,Yes,SH 1103,MWF,09:10 am-10:05 am,18,13,"Atici, M",08/22-12/08,2022,Fall
196,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,2022,Fall
197,02815,CS,425,001,3.000,OPERATING SYSTEMS I,Bowling Green,,Yes,SH 1102,MWF,01:50 pm-02:45 pm,26,5,"Li, Q",08/22-12/08,2022,Fall
198,15606,CS,443,001,3.000,DATABASE MGT SYSTEMS,Bowling Green,,Yes,SH B105,MWF,12:40 pm-01:35 pm,10,13,"Yang, R",08/22-12/08,2022,Fall
199,50181,CS,443G,004,3.000,DATABASE MANAGEMENT SYSTEMS,Bowling Green,,Yes,SH B105,MWF,12:40 pm-01:35 pm,5,5,"Yang, R",08/22-12/08,2022,Fall
200,39413,CS,475,001,3.000,TOPICS/COMPUTER SCIENCE,Bowling Green,,Yes,TBA,,TBA,2,0,"Galloway, J",08/22-12/08,2022,Fall
201,50576,CS,475,003,3.000,MACHINE LEARNING,Bowling Green,,Yes,SH 1103,R,05:00 pm-07:45 pm,2,0,"Wang, H",08/22-12/08,2022,Fall
202,50183,CS,560,001,3.000,SOFTWARE ENG & PROJ MGT,Bowling Green,,Yes,SH 1102,TR,08:00 am-09:20 am,4,23,"Galloway, J",08/22-12/08,2022,Fall
203,50182,CS,565,002,3.000,DATA MINING,Bowling Green,,Yes,SH 1103,R,05:00 pm-07:45 pm,5,23,"Wang, H",08/22-12/08,2022,Fall
204,31398,CS,599,002,6.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,0,"Xia, Z",08/22-12/08,2022,Fall
205,50069,CS,599,006,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,0,"Xing, G",08/22-12/08,2022,Fall
206,02869,CS,600,001,1.000,MAINT MATRICULATION,Bowling Green,,,TBA,,TBA,3,2,"Xing, G",10/17-12/08,2022,Fall
207,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,This is a bi-term course - see course dates,2022,Fall
208,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,Fall
209,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,2022,Fall
210,37171,CS,146,001,3.000,INTRODUCTION TO PROGRAMMING,Bowling Green,$45,Yes,SH B103,MWF,10:20 am-11:15 am,13,18,"Galloway, J",01/18-05/05,2022,Spring
211,39680,CS,170,002,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B103,TR,11:10 am-12:30 pm,20,11,"Abumuhfouz, I",01/18-05/05,2022,Spring
